song_title,composer,milliseconds,bytes
Rappers Reais,,202004,6684160
Nega Do Cabelo Duro,,121808,4116536
Hemp Family,,205923,6806900
Quem Me Cobrou?,,121704,3947664
Se Liga,,410409,13559173
Bohemian Rhapsody,"Mercury, Freddie",358948,11619868
Another One Bites The Dust,"Deacon, John",216946,7172355
Killer Queen,"Mercury, Freddie",182099,5967749
Fat Bottomed Girls,"May, Brian",204695,6630041
Bicycle Race,"Mercury, Freddie",183823,6012409
You're My Best Friend,"Deacon, John",172225,5602173
Don't Stop Me Now,"Mercury, Freddie",211826,6896666
Save Me,"May, Brian",228832,7444624
Crazy Little Thing Called Love,"Mercury, Freddie",164231,5435501
Somebody To Love,"Mercury, Freddie",297351,9650520
Now I'm Here,"May, Brian",255346,8328312
Good Old-Fashioned Lover Boy,"Mercury, Freddie",175960,5747506
Play The Game,"Mercury, Freddie",213368,6915832
Flash,"May, Brian",168489,5464986
Seven Seas Of Rhye,"Mercury, Freddie",170553,5539957
We Will Rock You,"Deacon, John/May, Brian",122880,4026955
We Are The Champions,"Mercury, Freddie",180950,5880231
We Will Rock You,May,122671,4026815
We Are The Champions,Mercury,182883,5939794
Sheer Heart Attack,Taylor,207386,6642685
"All Dead, All Dead",May,190119,6144878
Spread Your Wings,Deacon,275356,8936992
Fight From The Inside,Taylor,184737,6078001
"Get Down, Make Love",Mercury,231235,7509333
Sleep On The Sidewalk,May,187428,6099840
Who Needs You,Deacon,186958,6292969
It's Late,May,386194,12519388
My Melancholy Blues,Mercury,206471,6691838
Shiny Happy People,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,226298,7475323
Me In Honey,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,246674,8194751
Radio Song,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,255477,8421172
Pop Song 89,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,185730,6132218
Get Up,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,160235,5264376
You Are The Everything,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,226298,7373181
Stand,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,192862,6349090
World Leader Pretend,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,259761,8537282
The Wrong Child,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,216633,7065060
Orange Crush,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,231706,7742894
Turn You Inside-Out,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,257358,8395671
Hairshirt,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,235911,7753807
I Remember California,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,304013,9950311
Untitled,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,191503,6332426
How The West Was Won And Where It Got Us,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,271151,8994291
The Wake-Up Bomb,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,308532,10077337
New Test Leper,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,326791,10866447
Undertow,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,309498,10131005
E-Bow The Letter,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,324963,10714576
Leave,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,437968,14433365
Departure,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,209423,6818425
Bittersweet Me,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,245812,8114718
Be Mine,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,333087,10790541
Binky The Doormat,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,301688,9950320
Zither,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,154148,5032962
"So Fast, So Numb",Bill Berry-Peter Buck-Mike Mills-Michael Stipe,252682,8341223
Low Desert,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,212062,6989288
Electrolite,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,245315,8051199
Losing My Religion,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,269035,8885672
Low,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,296777,9633860
Near Wild Heaven,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,199862,6610009
Endgame,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,230687,7664479
Belong,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,247013,8219375
Half A World Away,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,208431,6837283
Texarkana,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,220081,7260681
Country Feedback,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,249782,8178943
Carnival Of Sorts,R.E.M.,233482,7669658
Radio Free Aurope,R.E.M.,245315,8163490
Perfect Circle,R.E.M.,208509,6898067
Talk About The Passion,R.E.M.,203206,6725435
So Central Rain,R.E.M.,194768,6414550
Don't Go Back To Rockville,R.E.M.,272352,9010715
Pretty Persuasion,R.E.M.,229929,7577754
Green Grow The Rushes,R.E.M.,225671,7422425
Can't Get There From Here,R.E.M.,220630,7285936
Driver 8,R.E.M.,204747,6779076
Fall On Me,R.E.M.,172016,5676811
I Believe,R.E.M.,227709,7542929
Cuyahoga,R.E.M.,260623,8591057
The One I Love,R.E.M.,197355,6495125
The Finest Worksong,R.E.M.,229276,7574856
It's The End Of The World As We Know It (And I Feel Fine),R.E.M.,244819,7998987
Infeliz Natal,Rodolfo,138266,4503299
A Sua,Rodolfo,142132,4622064
Papeau Nuky Doe,Rodolfo,121652,3995022
Merry Christmas,Rodolfo,126040,4166652
Bodies,Rodolfo,180035,5873778
Puteiro Em João Pessoa,Rodolfo,195578,6395490
Esporrei Na Manivela,Rodolfo,293276,9618499
Bê-a-Bá,Rodolfo,249051,8130636
Cajueiro,Rodolfo,158589,5164837
Palhas Do Coqueiro,Rodolfo,133851,4396466
Maluco Beleza,,203206,6628067
O Dia Em Que A Terra Parou,,261720,8586678
No Fundo Do Quintal Da Escola,,177606,5836953
O Segredo Do Universo,,192679,6315187
As Profecias,,232515,7657732
Mata Virgem,,142602,4690029
Sapato 36,,196702,6507301
Todo Mundo Explica,,134896,4449772
Que Luz É Essa,,165067,5620058
Diamante De Mendigo,,206053,6775101
Negócio É,,175464,5826775
"Muita Estrela, Pouca Constelação",,268068,8781021
Século XXI,,244897,8040563
Rock Das Aranhas (Ao Vivo) (Live),,231836,7591945
The Power Of Equality,Anthony Kiedis/Chad Smith/Flea/John Frusciante,243591,8148266
If You Have To Ask,Anthony Kiedis/Chad Smith/Flea/John Frusciante,216790,7199175
Breaking The Girl,Anthony Kiedis/Chad Smith/Flea/John Frusciante,295497,9805526
Funky Monks,Anthony Kiedis/Chad Smith/Flea/John Frusciante,323395,10708168
Suck My Kiss,Anthony Kiedis/Chad Smith/Flea/John Frusciante,217234,7129137
I Could Have Lied,Anthony Kiedis/Chad Smith/Flea/John Frusciante,244506,8088244
Mellowship Slinky In B Major,Anthony Kiedis/Chad Smith/Flea/John Frusciante,240091,7971384
The Righteous & The Wicked,Anthony Kiedis/Chad Smith/Flea/John Frusciante,248084,8134096
Give It Away,Anthony Kiedis/Chad Smith/Flea/John Frusciante,283010,9308997
Blood Sugar Sex Magik,Anthony Kiedis/Chad Smith/Flea/John Frusciante,271229,8940573
Under The Bridge,Anthony Kiedis/Chad Smith/Flea/John Frusciante,264359,8682716
Naked In The Rain,Anthony Kiedis/Chad Smith/Flea/John Frusciante,265717,8724674
Apache Rose Peacock,Anthony Kiedis/Chad Smith/Flea/John Frusciante,282226,9312588
The Greeting Song,Anthony Kiedis/Chad Smith/Flea/John Frusciante,193593,6346507
My Lovely Man,Anthony Kiedis/Chad Smith/Flea/John Frusciante,279118,9220114
Sir Psycho Sexy,Anthony Kiedis/Chad Smith/Flea/John Frusciante,496692,16354362
They're Red Hot,Robert Johnson,71941,2382220
By The Way,"Anthony Kiedis, Flea, John Frusciante, and Chad Smith",218017,7197430
Universally Speaking,"Anthony Kiedis, Flea, John Frusciante, and Chad Smith",259213,8501904
This Is The Place,"Anthony Kiedis, Flea, John Frusciante, and Chad Smith",257906,8469765
Dosed,"Anthony Kiedis, Flea, John Frusciante, and Chad Smith",312058,10235611
Don't Forget Me,"Anthony Kiedis, Flea, John Frusciante, and Chad Smith",277995,9107071
The Zephyr Song,"Anthony Kiedis, Flea, John Frusciante, and Chad Smith",232960,7690312
Can't Stop,"Anthony Kiedis, Flea, John Frusciante, and Chad Smith",269400,8872479
I Could Die For You,"Anthony Kiedis, Flea, John Frusciante, and Chad Smith",193906,6333311
Midnight,"Anthony Kiedis, Flea, John Frusciante, and Chad Smith",295810,9702450
Throw Away Your Television,"Anthony Kiedis, Flea, John Frusciante, and Chad Smith",224574,7483526
Cabron,"Anthony Kiedis, Flea, John Frusciante, and Chad Smith",218592,7458864
Tear,"Anthony Kiedis, Flea, John Frusciante, and Chad Smith",317413,10395500
On Mercury,"Anthony Kiedis, Flea, John Frusciante, and Chad Smith",208509,6834762
Minor Thing,"Anthony Kiedis, Flea, John Frusciante, and Chad Smith",217835,7148115
Warm Tape,"Anthony Kiedis, Flea, John Frusciante, and Chad Smith",256653,8358200
Venice Queen,"Anthony Kiedis, Flea, John Frusciante, and Chad Smith",369110,12280381
Around The World,Anthony Kiedis/Chad Smith/Flea/John Frusciante,238837,7859167
Parallel Universe,Red Hot Chili Peppers,270654,8958519
Scar Tissue,Red Hot Chili Peppers,217469,7153744
Otherside,Red Hot Chili Peppers,255973,8357989
Get On Top,Red Hot Chili Peppers,198164,6587883
Californication,Red Hot Chili Peppers,321671,10568999
Easily,Red Hot Chili Peppers,231418,7504534
Porcelain,Anthony Kiedis/Chad Smith/Flea/John Frusciante,163787,5278793
Emit Remmus,Red Hot Chili Peppers,240300,7901717
I Like Dirt,Red Hot Chili Peppers,157727,5225917
This Velvet Glove,Red Hot Chili Peppers,225280,7480537
Savior,Anthony Kiedis/Chad Smith/Flea/John Frusciante,292493,9551885
Purple Stain,Red Hot Chili Peppers,253440,8359971
Right On Time,Red Hot Chili Peppers,112613,3722219
Road Trippin',Red Hot Chili Peppers,205635,6685831
The Spirit Of Radio,Geddy Lee And Alex Lifeson/Geddy Lee And Neil Peart/Rush,299154,9862012
The Trees,Geddy Lee And Alex Lifeson/Geddy Lee And Neil Peart/Rush,285126,9345473
Something For Nothing,Geddy Lee And Alex Lifeson/Geddy Lee And Neil Peart/Rush,240770,7898395
Freewill,Geddy Lee And Alex Lifeson/Geddy Lee And Neil Peart/Rush,324362,10694110
Xanadu,Geddy Lee And Alex Lifeson/Geddy Lee And Neil Peart/Rush,667428,21753168
Bastille Day,Geddy Lee And Alex Lifeson/Geddy Lee And Neil Peart/Rush,280528,9264769
By-Tor And The Snow Dog,Geddy Lee And Alex Lifeson/Geddy Lee And Neil Peart/Rush,519888,17076397
Anthem,Geddy Lee And Alex Lifeson/Geddy Lee And Neil Peart/Rush,264515,8693343
Closer To The Heart,Geddy Lee And Alex Lifeson/Geddy Lee And Neil Peart/Rush,175412,5767005
2112 Overture,Geddy Lee And Alex Lifeson/Geddy Lee And Neil Peart/Rush,272718,8898066
The Temples Of Syrinx,Geddy Lee And Alex Lifeson/Geddy Lee And Neil Peart/Rush,133459,4360163
La Villa Strangiato,Geddy Lee And Alex Lifeson/Geddy Lee And Neil Peart/Rush,577488,19137855
Fly By Night,Geddy Lee And Alex Lifeson/Geddy Lee And Neil Peart/Rush,202318,6683061
Finding My Way,Geddy Lee And Alex Lifeson/Geddy Lee And Neil Peart/Rush,305528,9985701
Jingo,M.Babatunde Olantunji,592953,19736495
El Corazon Manda,E.Weiss,713534,23519583
La Puesta Del Sol,E.Weiss,628062,20614621
Persuasion,Carlos Santana,318432,10354751
As The Years Go by,Albert King,233064,7566829
Soul Sacrifice,Carlos Santana,296437,9801120
Fried Neckbones And Home Fries,W.Correa,638563,20939646
Santana Jam,Carlos Santana,882834,29207100
Evil Ways,,475402,15289235
We've Got To Get Together/Jingo,,1070027,34618222
Rock Me,,94720,3037596
Just Ain't Good Enough,,850259,27489067
Funky Piano,,934791,30200730
The Way You Do To Mer,,618344,20028702
Holding Back The Years,Mick Hucknall and Neil Moss,270053,8833220
Money's Too Tight To Mention,John and William Valentine,268408,8861921
The Right Thing,Mick Hucknall,262687,8624063
It's Only Love,Jimmy and Vella Cameron,232594,7659017
A New Flame,Mick Hucknall,237662,7822875
You've Got It,Mick Hucknall and Lamont Dozier,235232,7712845
If You Don't Know Me By Now,Kenny Gamble and Leon Huff,206524,6712634
Stars,Mick Hucknall,248137,8194906
Something Got Me Started,Mick Hucknall and Fritz McIntyre,239595,7997139
Thrill Me,Mick Hucknall and Fritz McIntyre,303934,10034711
Your Mirror,Mick Hucknall,240666,7893821
For Your Babies,Mick Hucknall,256992,8408803
So Beautiful,Mick Hucknall,298083,9837832
Angel,Carolyn Franklin and Sonny Saunders,240561,7880256
Fairground,Mick Hucknall,263888,8793094
Água E Fogo,Chico Amaral/Edgard Scandurra/Samuel Rosa,278987,9272272
Três Lados,Chico Amaral/Samuel Rosa,233665,7699609
Ela Desapareceu,Chico Amaral/Samuel Rosa,250122,8289200
Balada Do Amor Inabalável,Fausto Fawcett/Samuel Rosa,240613,8025816
Canção Noturna,Chico Amaral/Lelo Zanettik,238628,7874774
Muçulmano,"Leão, Rodrigo F./Samuel Rosa",249600,8270613
Maquinarama,Chico Amaral/Samuel Rosa,245629,8213710
Rebelião,Chico Amaral/Samuel Rosa,298527,9817847
A Última Guerra,"Leão, Rodrigo F./Lô Borges/Samuel Rosa",314723,10480391
Fica,Chico Amaral/Samuel Rosa,272169,8980972
Ali,Nando Reis/Samuel Rosa,306390,10110351
Preto Damião,Chico Amaral/Samuel Rosa,264568,8697658
É Uma Partida De Futebol,Samuel Rosa,1071,38747
Eu Disse A Ela,Samuel Rosa,254223,8479463
Zé Trindade,Samuel Rosa,247954,8331310
Garota Nacional,Samuel Rosa,317492,10511239
Tão Seu,Samuel Rosa,243748,8133126
Sem Terra,Samuel Rosa,279353,9196411
Os Exilados,Samuel Rosa,245551,8222095
Um Dia Qualquer,Samuel Rosa,292414,9805570
Los Pretos,Samuel Rosa,239229,8025667
Sul Da América,Samuel Rosa,254928,8484871
Poconé,Samuel Rosa,318406,10771610
Lucky 13,Billy Corgan,189387,6200617
Aeroplane Flies High,Billy Corgan,473391,15408329
Because You Are,Billy Corgan,226403,7405137
Slow Dawn,Billy Corgan,192339,6269057
Believe,James Iha,192940,6320652
My Mistake,Billy Corgan,240901,7843477
Marquis In Spades,Billy Corgan,192731,6304789
Here's To The Atom Bomb,Billy Corgan,266893,8763140
Sparrow,Billy Corgan,176822,5696989
Waiting,Billy Corgan,228336,7627641
Saturnine,Billy Corgan,229877,7523502
Rock On,David Cook,366471,12133825
Set The Ray To Jerry,Billy Corgan,249364,8215184
Winterlong,Billy Corgan,299389,9670616
Soot & Stars,Billy Corgan,399986,12866557
Blissed & Gone,Billy Corgan,286302,9305998
Siva,Billy Corgan,261172,8576622
Rhinocerous,Billy Corgan,353462,11526684
Drown,Billy Corgan,270497,8883496
Cherub Rock,Billy Corgan,299389,9786739
Today,Billy Corgan,202213,6596933
Disarm,Billy Corgan,198556,6508249
Landslide,Stevie Nicks,190275,6187754
Bullet With Butterfly Wings,Billy Corgan,257306,8431747
1979,Billy Corgan,263653,8728470
Zero,Billy Corgan,161123,5267176
"Tonight, Tonight",Billy Corgan,255686,8351543
Eye,Billy Corgan,294530,9784201
Ava Adore,Billy Corgan,261433,8590412
Perfect,Billy Corgan,203023,6734636
The Everlasting Gaze,Billy Corgan,242155,7844404
Stand Inside Your Love,Billy Corgan,253753,8270113
Real Love,Billy Corgan,250697,8025896
[Untitled],Billy Corgan,231784,7689713
Nothing To Say,Chris Cornell/Kim Thayil,238027,7744833
Flower,Chris Cornell/Kim Thayil,208822,6830732
Loud Love,Chris Cornell,297456,9660953
Hands All Over,Chris Cornell/Kim Thayil,362475,11893108
Get On The Snake,Chris Cornell/Kim Thayil,225123,7313744
Jesus Christ Pose,Ben Shepherd/Chris Cornell/Kim Thayil/Matt Cameron,352966,11739886
Outshined,Chris Cornell,312476,10274629
Rusty Cage,Chris Cornell,267728,8779485
Spoonman,Chris Cornell,248476,8289906
The Day I Tried To Live,Chris Cornell,321175,10507137
Black Hole Sun,Soundgarden,320365,10425229
Fell On Black Days,Chris Cornell,282331,9256082
Pretty Noose,Chris Cornell,253570,8317931
Burden In My Hand,Chris Cornell,292153,9659911
Blow Up The Outside World,Chris Cornell,347898,11379527
Ty Cobb,Ben Shepherd/Chris Cornell,188786,6233136
Bleed Together,Chris Cornell,232202,7597074
Morning Dance,Jay Beckenstein,238759,8101979
Jubilee,Jeremy Wall,275147,9151846
Rasul,Jeremy Wall,238315,7854737
Song For Lorraine,Jay Beckenstein,240091,8101723
Starburst,Jeremy Wall,291500,9768399
Heliopolis,Jay Beckenstein,338729,11365655
It Doesn't Matter,Chet Catallo,270027,9034177
Little Linda,Jeremy Wall,264019,8958743
End Of Romanticism,Rick Strauss,320078,10553155
The House Is Rockin',Doyle Bramhall/Stevie Ray Vaughan,144352,4706253
Crossfire,B. Carter/C. Layton/R. Ellsworth/R. Wynans/T. Shannon,251219,8238033
Tightrope,Doyle Bramhall/Stevie Ray Vaughan,281155,9254906
Let Me Love You Baby,Willie Dixon,164127,5378455
Leave My Girl Alone,B. Guy,256365,8438021
Travis Walk,Stevie Ray Vaughan,140826,4650979
Wall Of Denial,Doyle Bramhall/Stevie Ray Vaughan,336927,11085915
Scratch-N-Sniff,Doyle Bramhall/Stevie Ray Vaughan,163422,5353627
Love Me Darlin',C. Burnett,201586,6650869
Riviera Paradise,Stevie Ray Vaughan,528692,17232776
Dead And Bloated,R. DeLeo/Weiland,310386,10170433
Sex Type Thing,D. DeLeo/Kretz/Weiland,218723,7102064
Wicked Garden,D. DeLeo/R. DeLeo/Weiland,245368,7989505
No Memory,Dean Deleo,80613,2660859
Sin,R. DeLeo/Weiland,364800,12018823
Naked Sunday,D. DeLeo/Kretz/R. DeLeo/Weiland,229720,7444201
Creep,R. DeLeo/Weiland,333191,10894988
Piece Of Pie,R. DeLeo/Weiland,324623,10605231
Plush,R. DeLeo/Weiland,314017,10229848
Wet My Bed,R. DeLeo/Weiland,96914,3198627
Crackerman,Kretz/R. DeLeo/Weiland,194403,6317361
Where The River Goes,D. DeLeo/Kretz/Weiland,505991,16468904
Soldier Side - Intro,"Dolmayan, John/Malakian, Daron/Odadjian, Shavo",63764,2056079
B.Y.O.B.,"Tankian, Serj",255555,8407935
Revenga,"Tankian, Serj",228127,7503805
Cigaro,"Tankian, Serj",131787,4321705
Radio/Video,"Dolmayan, John/Malakian, Daron/Odadjian, Shavo",249312,8224917
This Cocaine Makes Me Feel Like I'm On This Song,"Tankian, Serj",128339,4185193
Violent Pornography,"Dolmayan, John/Malakian, Daron/Odadjian, Shavo",211435,6985960
Question!,"Tankian, Serj",200698,6616398
Sad Statue,"Tankian, Serj",205897,6733449
Old School Hollywood,"Dolmayan, John/Malakian, Daron/Odadjian, Shavo",176953,5830258
Lost in Hollywood,"Tankian, Serj",320783,10535158
The Sun Road,"Terry Bozzio, Steve Stevens, Tony Levin",880640,29008407
Dark Corners,"Terry Bozzio, Steve Stevens, Tony Levin",513541,16839223
Duende,"Terry Bozzio, Steve Stevens, Tony Levin",447582,14956771
Black Light Syndrome,"Terry Bozzio, Steve Stevens, Tony Levin",526471,17300835
Falling in Circles,"Terry Bozzio, Steve Stevens, Tony Levin",549093,18263248
Book of Hours,"Terry Bozzio, Steve Stevens, Tony Levin",583366,19464726
Chaos-Control,"Terry Bozzio, Steve Stevens, Tony Levin",529841,17455568
Midnight From The Inside Out,Chris Robinson/Rich Robinson,286981,9442157
Sting Me,Chris Robinson/Rich Robinson,268094,8813561
Thick & Thin,Chris Robinson/Rich Robinson,222720,7284377
Greasy Grass River,Chris Robinson/Rich Robinson,218749,7157045
Sometimes Salvation,Chris Robinson/Rich Robinson,389146,12749424
Cursed Diamonds,Chris Robinson/Rich Robinson,368300,12047978
Miracle To Me,Chris Robinson/Rich Robinson,372636,12222116
Wiser Time,Chris Robinson/Rich Robinson,459990,15161907
Girl From A Pawnshop,Chris Robinson/Rich Robinson,404688,13250848
Cosmic Fiend,Chris Robinson/Rich Robinson,308401,10115556
Black Moon Creeping,Chris Robinson/Rich Robinson,359314,11740886
High Head Blues,Chris Robinson/Rich Robinson,371879,12227998
Title Song,Chris Robinson/Rich Robinson,505521,16501316
She Talks To Angels,Chris Robinson/Rich Robinson,361978,11837342
Twice As Hard,Chris Robinson/Rich Robinson,275565,9008067
Lickin',Chris Robinson/Rich Robinson,314409,10331216
Soul Singing,Chris Robinson/Rich Robinson,233639,7672489
Hard To Handle,A.Isbell/A.Jones/O.Redding,206994,6786304
Remedy,Chris Robinson/Rich Robinson,337084,11049098
White Riot,Joe Strummer/Mick Jones,118726,3922819
Remote Control,Joe Strummer/Mick Jones,180297,5949647
Complete Control,Joe Strummer/Mick Jones,192653,6272081
Clash City Rockers,Joe Strummer/Mick Jones,227500,7555054
(White Man) In Hammersmith Palais,Joe Strummer/Mick Jones,240640,7883532
Tommy Gun,Joe Strummer/Mick Jones,195526,6399872
English Civil War,Mick Jones/Traditional arr. Joe Strummer,156708,5111226
I Fought The Law,Sonny Curtis,159764,5245258
London Calling,Joe Strummer/Mick Jones,199706,6569007
Train In Vain,Joe Strummer/Mick Jones,189675,6329877
Bankrobber,Joe Strummer/Mick Jones,272431,9067323
The Call Up,The Clash,324336,10746937
Hitsville UK,The Clash,261433,8606887
The Magnificent Seven,The Clash,268486,8889821
This Is Radio Clash,The Clash,249756,8366573
Know Your Rights,The Clash,217678,7195726
Rock The Casbah,The Clash,222145,7361500
Should I Stay Or Should I Go,The Clash,187219,6188688
